route_id,source_file,symbol,method,path_template,auth_mode,decorators,auth_evidence_ref,verification_status,owner_signoff,verification_notes,source_decorator_snapshot,suggested_owner,review_wave,test_evidence_ref,rollback_note,signoff_batch
ROUTE-0197,endpoints/api/superuser.py,SuperUserOrganizationList,GET,/api/v1/superuser/organizations/,session-or-oauth2,show_if,endpoints/api/superuser.py:205,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; page_support; parse_args; query_param; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0197,flip `ROUTE_OWNER_API_V1_GET_API_V1_SUPERUSER_ORGANIZATIONS` -> `python`,BATCH-A2-ROUTES
ROUTE-0198,endpoints/api/superuser.py,SuperUserOrganizationManagement,DELETE,/api/v1/superuser/organizations/<name>,session-or-oauth2,show_if,endpoints/api/superuser.py:829,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0198,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_SUPERUSER_ORGANIZATIONS_NAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0199,endpoints/api/superuser.py,SuperUserOrganizationManagement,PUT,/api/v1/superuser/organizations/<name>,session-or-oauth2,show_if,endpoints/api/superuser.py:829,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_fresh_login; require_scope; resource; show_if; validate_json_request; verify_not_prod,api-service,A2,PT-ROUTE-0199,flip `ROUTE_OWNER_API_V1_PUT_API_V1_SUPERUSER_ORGANIZATIONS_NAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0200,endpoints/api/superuser.py,SuperUserRegistrySize,GET,/api/v1/superuser/registrysize/,session-or-oauth2,show_if,endpoints/api/superuser.py:247,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0200,flip `ROUTE_OWNER_API_V1_GET_API_V1_SUPERUSER_REGISTRYSIZE` -> `python`,BATCH-A2-ROUTES
ROUTE-0201,endpoints/api/superuser.py,SuperUserRegistrySize,POST,/api/v1/superuser/registrysize/,session-or-oauth2,show_if,endpoints/api/superuser.py:247,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0201,flip `ROUTE_OWNER_API_V1_POST_API_V1_SUPERUSER_REGISTRYSIZE` -> `python`,BATCH-A2-ROUTES
ROUTE-0202,endpoints/api/suconfig.py,SuperUserRegistryStatus,GET,/api/v1/superuser/registrystatus,session-or-oauth2,show_if,endpoints/api/suconfig.py:48,verified-source-anchored,,Manual review: API resource path relies on ApiResource.method_decorators (check_anon_protection/check_readonly) plus method-level/internal permission checks.,,api-service,A2,PT-ROUTE-0202,flip `ROUTE_OWNER_API_V1_GET_API_V1_SUPERUSER_REGISTRYSTATUS` -> `python`,BATCH-A2-ROUTES
ROUTE-0203,endpoints/api/suconfig.py,SuperUserShutdown,POST,/api/v1/superuser/shutdown,session-or-oauth2,show_if,endpoints/api/suconfig.py:96,verified-source-anchored,,Manual review: API resource path relies on ApiResource.method_decorators (check_anon_protection/check_readonly) plus method-level/internal permission checks.,,api-service,A2,PT-ROUTE-0203,flip `ROUTE_OWNER_API_V1_POST_API_V1_SUPERUSER_SHUTDOWN` -> `python`,BATCH-A2-ROUTES
ROUTE-0204,endpoints/api/superuser.py,SuperUserTakeOwnership,POST,/api/v1/superuser/takeownership/<namespace>,session-or-oauth2,show_if,endpoints/api/superuser.py:788,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; path_param; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0204,flip `ROUTE_OWNER_API_V1_POST_API_V1_SUPERUSER_TAKEOWNERSHIP_NAMESPACE` -> `python`,BATCH-A2-ROUTES
ROUTE-0205,endpoints/api/superuser.py,SuperUserList,GET,/api/v1/superuser/users/,session-or-oauth2,show_if,endpoints/api/superuser.py:476,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; page_support; parse_args; query_param; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0205,flip `ROUTE_OWNER_API_V1_GET_API_V1_SUPERUSER_USERS` -> `python`,BATCH-A2-ROUTES
ROUTE-0206,endpoints/api/superuser.py,SuperUserList,POST,/api/v1/superuser/users/,session-or-oauth2,show_if,endpoints/api/superuser.py:476,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_fresh_login; require_scope; resource; show_if; validate_json_request; verify_not_prod,api-service,A2,PT-ROUTE-0206,flip `ROUTE_OWNER_API_V1_POST_API_V1_SUPERUSER_USERS` -> `python`,BATCH-A2-ROUTES
ROUTE-0207,endpoints/api/superuser.py,SuperUserUserQuotaList,GET,/api/v1/superuser/users/<namespace>/quota,session-or-oauth2,show_if,endpoints/api/superuser.py:300,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0207,flip `ROUTE_OWNER_API_V1_GET_API_V1_SUPERUSER_USERS_NAMESPACE_QUOTA` -> `python`,BATCH-A2-ROUTES
ROUTE-0208,endpoints/api/superuser.py,SuperUserUserQuotaList,POST,/api/v1/superuser/users/<namespace>/quota,session-or-oauth2,show_if,endpoints/api/superuser.py:300,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_fresh_login; require_scope; resource; show_if; validate_json_request; verify_not_prod,api-service,A2,PT-ROUTE-0208,flip `ROUTE_OWNER_API_V1_POST_API_V1_SUPERUSER_USERS_NAMESPACE_QUOTA` -> `python`,BATCH-A2-ROUTES
ROUTE-0209,endpoints/api/superuser.py,SuperUserUserQuota,DELETE,/api/v1/superuser/users/<namespace>/quota/<quota_id>,session-or-oauth2,show_if,endpoints/api/superuser.py:388,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_scope; resource; show_if,api-service,A2,PT-ROUTE-0209,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_SUPERUSER_USERS_NAMESPACE_QUOTA_QUOTA_ID` -> `python`,BATCH-A2-ROUTES
ROUTE-0210,endpoints/api/superuser.py,SuperUserUserQuota,PUT,/api/v1/superuser/users/<namespace>/quota/<quota_id>,session-or-oauth2,show_if,endpoints/api/superuser.py:388,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_fresh_login; require_scope; resource; show_if; validate_json_request; verify_not_prod,api-service,A2,PT-ROUTE-0210,flip `ROUTE_OWNER_API_V1_PUT_API_V1_SUPERUSER_USERS_NAMESPACE_QUOTA_QUOTA_ID` -> `python`,BATCH-A2-ROUTES
ROUTE-0211,endpoints/api/superuser.py,SuperUserManagement,DELETE,/api/v1/superuser/users/<username>,session-or-oauth2,show_if,endpoints/api/superuser.py:624,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0211,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_SUPERUSER_USERS_USERNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0212,endpoints/api/superuser.py,SuperUserManagement,GET,/api/v1/superuser/users/<username>,session-or-oauth2,show_if,endpoints/api/superuser.py:624,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0212,flip `ROUTE_OWNER_API_V1_GET_API_V1_SUPERUSER_USERS_USERNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0213,endpoints/api/superuser.py,SuperUserManagement,PUT,/api/v1/superuser/users/<username>,session-or-oauth2,show_if,endpoints/api/superuser.py:624,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_fresh_login; require_scope; resource; show_if; validate_json_request; verify_not_prod,api-service,A2,PT-ROUTE-0213,flip `ROUTE_OWNER_API_V1_PUT_API_V1_SUPERUSER_USERS_USERNAME` -> `python`,BATCH-A2-ROUTES
ROUTE-0214,endpoints/api/superuser.py,SuperUserSendRecoveryEmail,POST,/api/v1/superusers/users/<username>/sendrecovery,session-or-oauth2,show_if,endpoints/api/superuser.py:592,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_fresh_login; require_scope; resource; show_if; verify_not_prod,api-service,A2,PT-ROUTE-0214,flip `ROUTE_OWNER_API_V1_POST_API_V1_SUPERUSERS_USERS_USERNAME_SENDRECOVERY` -> `python`,BATCH-A2-ROUTES
ROUTE-0215,endpoints/api/team.py,TeamMemberInvite,DELETE,/api/v1/teaminvite/<code>,session-or-oauth2,show_if,endpoints/api/team.py:608,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0215,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_TEAMINVITE_CODE` -> `python`,BATCH-A2-ROUTES
ROUTE-0216,endpoints/api/team.py,TeamMemberInvite,PUT,/api/v1/teaminvite/<code>,session-or-oauth2,show_if,endpoints/api/team.py:608,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0216,flip `ROUTE_OWNER_API_V1_PUT_API_V1_TEAMINVITE_CODE` -> `python`,BATCH-A2-ROUTES
ROUTE-0217,endpoints/api/user.py,User,DELETE,/api/v1/user/,session-or-oauth2,,endpoints/api/user.py:620,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; require_fresh_login; nickname; internal_only,api-service,A2,PT-ROUTE-0217,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_USER` -> `python`,BATCH-A2-ROUTES
ROUTE-0218,endpoints/api/user.py,User,GET,/api/v1/user/,session-or-oauth2,,endpoints/api/user.py:401,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_scope; nickname; define_json_response; anon_allowed,api-service,A2,PT-ROUTE-0218,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER` -> `python`,BATCH-A2-ROUTES
ROUTE-0219,endpoints/api/user.py,User,POST,/api/v1/user/,session-or-oauth2,,endpoints/api/user.py:539,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Manual review: API resource path relies on ApiResource.method_decorators (check_anon_protection/check_readonly) plus method-level/internal permission checks.,show_if; show_if; nickname; internal_only; validate_json_request,api-service,A2,PT-ROUTE-0219,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER` -> `python`,BATCH-A2-ROUTES
ROUTE-0220,endpoints/api/user.py,User,PUT,/api/v1/user/,session-or-oauth2,,endpoints/api/user.py:417,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; require_fresh_login; nickname; internal_only; validate_json_request,api-service,A2,PT-ROUTE-0220,flip `ROUTE_OWNER_API_V1_PUT_API_V1_USER` -> `python`,BATCH-A2-ROUTES
ROUTE-0221,endpoints/api/logs.py,UserAggregateLogs,GET,/api/v1/user/aggregatelogs,session-or-oauth2,show_if,endpoints/api/logs.py:256,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; parse_args; query_param; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0221,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_AGGREGATELOGS` -> `python`,BATCH-A2-ROUTES
ROUTE-0222,endpoints/api/appspecifictokens.py,AppTokens,GET,/api/v1/user/apptoken,session-or-oauth2,show_if,endpoints/api/appspecifictokens.py:61,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; parse_args; query_param; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0222,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_APPTOKEN` -> `python`,BATCH-A2-ROUTES
ROUTE-0223,endpoints/api/appspecifictokens.py,AppTokens,POST,/api/v1/user/apptoken,session-or-oauth2,show_if,endpoints/api/appspecifictokens.py:61,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_fresh_login; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0223,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_APPTOKEN` -> `python`,BATCH-A2-ROUTES
ROUTE-0224,endpoints/api/appspecifictokens.py,AppToken,DELETE,/api/v1/user/apptoken/<token_uuid>,session-or-oauth2,show_if,endpoints/api/appspecifictokens.py:134,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_fresh_login; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0224,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_USER_APPTOKEN_TOKEN_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0225,endpoints/api/appspecifictokens.py,AppToken,GET,/api/v1/user/apptoken/<token_uuid>,session-or-oauth2,show_if,endpoints/api/appspecifictokens.py:134,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_fresh_login; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0225,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_APPTOKEN_TOKEN_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0226,endpoints/api/user.py,UserAssignedAuthorizations,GET,/api/v1/user/assignedauthorization,session-or-oauth2,show_if,endpoints/api/user.py:1291,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0226,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_ASSIGNEDAUTHORIZATION` -> `python`,BATCH-A2-ROUTES
ROUTE-0227,endpoints/api/user.py,UserAssignedAuthorization,DELETE,/api/v1/user/assignedauthorization/<assigned_authorization_uuid>,session-or-oauth2,show_if,endpoints/api/user.py:1312,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0227,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_USER_ASSIGNEDAUTHORIZATION_ASSIGNED_AUTHORIZATION_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0228,endpoints/api/user.py,UserAuthorizationList,GET,/api/v1/user/authorizations,session-or-oauth2,,endpoints/api/user.py:1254,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; nickname,api-service,A2,PT-ROUTE-0228,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_AUTHORIZATIONS` -> `python`,BATCH-A2-ROUTES
ROUTE-0229,endpoints/api/user.py,UserAuthorization,DELETE,/api/v1/user/authorizations/<access_token_uuid>,session-or-oauth2,,endpoints/api/user.py:1277,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; nickname,api-service,A2,PT-ROUTE-0229,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_USER_AUTHORIZATIONS_ACCESS_TOKEN_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0230,endpoints/api/user.py,UserAuthorization,GET,/api/v1/user/authorizations/<access_token_uuid>,session-or-oauth2,,endpoints/api/user.py:1266,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; nickname,api-service,A2,PT-ROUTE-0230,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_AUTHORIZATIONS_ACCESS_TOKEN_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0231,endpoints/api/policy.py,UserAutoPrunePolicies,GET,/api/v1/user/autoprunepolicy/,session-or-oauth2,show_if,endpoints/api/policy.py:556,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0231,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_AUTOPRUNEPOLICY` -> `python`,BATCH-A2-ROUTES
ROUTE-0232,endpoints/api/policy.py,UserAutoPrunePolicies,POST,/api/v1/user/autoprunepolicy/,session-or-oauth2,show_if,endpoints/api/policy.py:556,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0232,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_AUTOPRUNEPOLICY` -> `python`,BATCH-A2-ROUTES
ROUTE-0233,endpoints/api/policy.py,UserAutoPrunePolicy,DELETE,/api/v1/user/autoprunepolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/policy.py:655,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0233,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_USER_AUTOPRUNEPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0234,endpoints/api/policy.py,UserAutoPrunePolicy,GET,/api/v1/user/autoprunepolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/policy.py:655,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0234,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_AUTOPRUNEPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0235,endpoints/api/policy.py,UserAutoPrunePolicy,PUT,/api/v1/user/autoprunepolicy/<policy_uuid>,session-or-oauth2,show_if,endpoints/api/policy.py:655,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; path_param; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0235,flip `ROUTE_OWNER_API_V1_PUT_API_V1_USER_AUTOPRUNEPOLICY_POLICY_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0236,endpoints/api/billing.py,UserCard,GET,/api/v1/user/card,session-or-oauth2,show_if,endpoints/api/billing.py:267,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0236,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_CARD` -> `python`,BATCH-A2-ROUTES
ROUTE-0237,endpoints/api/billing.py,UserCard,POST,/api/v1/user/card,session-or-oauth2,show_if,endpoints/api/billing.py:267,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0237,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_CARD` -> `python`,BATCH-A2-ROUTES
ROUTE-0238,endpoints/api/user.py,ClientKey,POST,/api/v1/user/clientkey,session-or-oauth2,,endpoints/api/user.py:705,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; nickname; validate_json_request,api-service,A2,PT-ROUTE-0238,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_CLIENTKEY` -> `python`,BATCH-A2-ROUTES
ROUTE-0239,endpoints/api/user.py,ConvertToOrganization,POST,/api/v1/user/convert,session-or-oauth2,show_if,endpoints/api/user.py:782,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0239,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_CONVERT` -> `python`,BATCH-A2-ROUTES
ROUTE-0240,endpoints/api/logs.py,ExportUserLogs,POST,/api/v1/user/exportlogs,session-or-oauth2,show_if,endpoints/api/logs.py:448,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; parse_args; query_param; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0240,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_EXPORTLOGS` -> `python`,BATCH-A2-ROUTES
ROUTE-0241,endpoints/web.py,user_initialize,POST,/api/v1/user/initialize,session-or-oauth2,"web.route(""/api/v1/user/initialize"", methods=[""POST""]); route_show_if(features.USER_INITIALIZE)",endpoints/web.py:1063,verified-source-anchored,,Manual review completed.,,api-service-web,A4,PT-ROUTE-0241,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_INITIALIZE` -> `python`,BATCH-A4-ROUTES
ROUTE-0242,endpoints/api/billing.py,UserInvoiceField,DELETE,/api/v1/user/invoice/field/<field_uuid>,session-or-oauth2,show_if,endpoints/api/billing.py:836,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0242,flip `ROUTE_OWNER_API_V1_DELETE_API_V1_USER_INVOICE_FIELD_FIELD_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0243,endpoints/api/billing.py,UserInvoiceFieldList,GET,/api/v1/user/invoice/fields,session-or-oauth2,show_if,endpoints/api/billing.py:781,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0243,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_INVOICE_FIELDS` -> `python`,BATCH-A2-ROUTES
ROUTE-0244,endpoints/api/billing.py,UserInvoiceFieldList,POST,/api/v1/user/invoice/fields,session-or-oauth2,show_if,endpoints/api/billing.py:781,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0244,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_INVOICE_FIELDS` -> `python`,BATCH-A2-ROUTES
ROUTE-0245,endpoints/api/billing.py,UserInvoiceList,GET,/api/v1/user/invoices,session-or-oauth2,show_if,endpoints/api/billing.py:734,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0245,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_INVOICES` -> `python`,BATCH-A2-ROUTES
ROUTE-0246,endpoints/api/logs.py,UserLogs,GET,/api/v1/user/logs,session-or-oauth2,,endpoints/api/logs.py:170,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; nickname; parse_args; query_param; query_param; query_param; page_support,api-service,A2,PT-ROUTE-0246,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_LOGS` -> `python`,BATCH-A2-ROUTES
ROUTE-0247,endpoints/api/billing.py,UserSkuList,GET,/api/v1/user/marketplace,session-or-oauth2,show_if,endpoints/api/billing.py:1119,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0247,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_MARKETPLACE` -> `python`,BATCH-A2-ROUTES
ROUTE-0248,endpoints/api/user.py,UserNotificationList,GET,/api/v1/user/notifications,session-or-oauth2,,endpoints/api/user.py:1147,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; parse_args; query_param; query_param; nickname,api-service,A2,PT-ROUTE-0248,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_NOTIFICATIONS` -> `python`,BATCH-A2-ROUTES
ROUTE-0249,endpoints/api/user.py,UserNotification,GET,/api/v1/user/notifications/<uuid>,session-or-oauth2,,endpoints/api/user.py:1187,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; nickname,api-service,A2,PT-ROUTE-0249,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_NOTIFICATIONS_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0250,endpoints/api/user.py,UserNotification,PUT,/api/v1/user/notifications/<uuid>,session-or-oauth2,,endpoints/api/user.py:1197,verified-source-anchored,,Resource method located via AST; auth decorators extracted for reviewer validation. Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,require_user_admin; nickname; validate_json_request,api-service,A2,PT-ROUTE-0250,flip `ROUTE_OWNER_API_V1_PUT_API_V1_USER_NOTIFICATIONS_UUID` -> `python`,BATCH-A2-ROUTES
ROUTE-0251,endpoints/api/billing.py,UserPlan,GET,/api/v1/user/plan,session-or-oauth2,show_if,endpoints/api/billing.py:448,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0251,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_PLAN` -> `python`,BATCH-A2-ROUTES
ROUTE-0252,endpoints/api/billing.py,UserPlan,POST,/api/v1/user/plan,session-or-oauth2,show_if,endpoints/api/billing.py:448,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0252,flip `ROUTE_OWNER_API_V1_POST_API_V1_USER_PLAN` -> `python`,BATCH-A2-ROUTES
ROUTE-0253,endpoints/api/billing.py,UserPlan,PUT,/api/v1/user/plan,session-or-oauth2,show_if,endpoints/api/billing.py:448,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if; validate_json_request,api-service,A2,PT-ROUTE-0253,flip `ROUTE_OWNER_API_V1_PUT_API_V1_USER_PLAN` -> `python`,BATCH-A2-ROUTES
ROUTE-0254,endpoints/api/user.py,PrivateRepositories,GET,/api/v1/user/private,session-or-oauth2,show_if,endpoints/api/user.py:643,verified-source-anchored,,Auto-verified by route_auth_auto_verify.py (session-oauth-decorator-match).,internal_only; nickname; require_user_admin; resource; show_if,api-service,A2,PT-ROUTE-0254,flip `ROUTE_OWNER_API_V1_GET_API_V1_USER_PRIVATE` -> `python`,BATCH-A2-ROUTES
